"seqName","region_final","clade"
"OP861918.1|BY|HA|SouthernAsia|2014-06-20","Southern Asia","Y3"
"OP861924.1|BY|HA|SouthernAsia|2014-11-30","Southern Asia","Y3"
"OP678326.1|BY|HA|SouthernAsia|2014-10-01","Southern Asia","Y3"
"OP678312.1|BY|HA|SouthernAsia|2014-06-24","Southern Asia","Y3"
"EPI_ISL_165830|Yamagata|HA|SouthernAsia|2014-04-09","Southern Asia","Y3"
"EPI_ISL_214579|Yamagata|HA|SouthernAsia|2015-03-04","Southern Asia","Y3"
"EPI_ISL_211590|Yamagata|HA|SouthernAsia|2015-11-11","Southern Asia","Y3"
"OP861955.1|BY|HA|SouthernAsia|2015-04-14","Southern Asia","Y3"
"EPI_ISL_217526|Yamagata|HA|SouthernAsia|2015-08-17","Southern Asia","Y3"
"EPI_ISL_214338|Yamagata|HA|SouthernAsia|2015-03-03","Southern Asia","Y3"
"OP861956.1|BY|HA|SouthernAsia|2015-04-14","Southern Asia","Y3"
"EPI_ISL_212867|Yamagata|HA|SouthernAsia|2015-12-24","Southern Asia","Y3"
"OP861929.1|BY|HA|SouthernAsia|2015-02-28","Southern Asia","Y3"
"EPI_ISL_211970|Yamagata|HA|SouthernAsia|2015-11-22","Southern Asia","Y3"
"OP861932.1|BY|HA|SouthernAsia|2015-03-13","Southern Asia","Y3"
"EPI_ISL_208509|Yamagata|HA|SouthernAsia|2015-11-24","Southern Asia","Y3"
"EPI_ISL_214582|Yamagata|HA|SouthernAsia|2015-01-08","Southern Asia","Y3"
"EPI_ISL_217552|Yamagata|HA|SouthernAsia|2015-12-22","Southern Asia","Y3"
"EPI_ISL_182743|Yamagata|HA|SouthernAsia|2015-03-01","Southern Asia","Y3"
"OP861928.1|BY|HA|SouthernAsia|2015-02-16","Southern Asia","Y3"
"EPI_ISL_229282|Yamagata|HA|SouthernAsia|2016-03-08","Southern Asia","Y3"
"EPI_ISL_238982|Yamagata|HA|SouthernAsia|2016-08-10","Southern Asia","Y3"
"EPI_ISL_246719|Yamagata|HA|SouthernAsia|2016-12-16","Southern Asia","Y3"
"EPI_ISL_235595|Yamagata|HA|SouthernAsia|2016-03-18","Southern Asia","Y3"
"EPI_ISL_229266|Yamagata|HA|SouthernAsia|2016-02-27","Southern Asia","Y3"
"EPI_ISL_238981|Yamagata|HA|SouthernAsia|2016-08-10","Southern Asia","Y3"
"EPI_ISL_229276|Yamagata|HA|SouthernAsia|2016-03-10","Southern Asia","Y3"
"EPI_ISL_233644|Yamagata|HA|SouthernAsia|2016-06-25","Southern Asia","Y3"
"EPI_ISL_235587|Yamagata|HA|SouthernAsia|2016-02-29","Southern Asia","Y3"
"EPI_ISL_233686|Yamagata|HA|SouthernAsia|2016-06-04","Southern Asia","Y3"
"EPI_ISL_229265|Yamagata|HA|SouthernAsia|2016-02-23","Southern Asia","Y3"
"EPI_ISL_238969|Yamagata|HA|SouthernAsia|2016-08-24","Southern Asia","Y3"
"EPI_ISL_234993|Yamagata|HA|SouthernAsia|2016-02-18","Southern Asia","Y3"
"EPI_ISL_229267|Yamagata|HA|SouthernAsia|2016-02-18","Southern Asia","Y3"
"EPI_ISL_229274|Yamagata|HA|SouthernAsia|2016-03-09","Southern Asia","Y3"
"EPI_ISL_298414|Yamagata|HA|SouthernAsia|2017-11-12","Southern Asia","Y3"
"EPI_ISL_255812|Yamagata|HA|SouthernAsia|2017-01-14","Southern Asia","Y3"
"EPI_ISL_298468|Yamagata|HA|SouthernAsia|2017-12-02","Southern Asia","Y3"
"EPI_ISL_303207|Yamagata|HA|SouthernAsia|2017-12-17","Southern Asia","Y3"
"EPI_ISL_276467|Yamagata|HA|SouthernAsia|2017-06-07","Southern Asia","Y3"
"EPI_ISL_298473|Yamagata|HA|SouthernAsia|2017-10-24","Southern Asia","Y3"
"EPI_ISL_306129|Yamagata|HA|SouthernAsia|2017-11-12","Southern Asia","Y3"
"EPI_ISL_298477|Yamagata|HA|SouthernAsia|2017-10-12","Southern Asia","Y3"
"EPI_ISL_291532|Yamagata|HA|SouthernAsia|2017-04-10","Southern Asia","Y3"
"EPI_ISL_291533|Yamagata|HA|SouthernAsia|2017-09-20","Southern Asia","Y3"
"EPI_ISL_300150|Yamagata|HA|SouthernAsia|2017-12-11","Southern Asia","Y3"
"EPI_ISL_273745|Yamagata|HA|SouthernAsia|2017-01-16","Southern Asia","Y3"
"EPI_ISL_298480|Yamagata|HA|SouthernAsia|2017-10-01","Southern Asia","Y3"
"EPI_ISL_298479|Yamagata|HA|SouthernAsia|2017-10-09","Southern Asia","Y3"
"EPI_ISL_331500|Yamagata|HA|SouthernAsia|2018-02-03","Southern Asia","Y3"
"EPI_ISL_347842|Yamagata|HA|SouthernAsia|2018-11-27","Southern Asia","Y3"
"EPI_ISL_18787796|Yamagata|HA|SouthernAsia|2018-03-15","Southern Asia","Y3"
"EPI_ISL_353581|Yamagata|HA|SouthernAsia|2018-11-28","Southern Asia","Y3"
"EPI_ISL_333079|Yamagata|HA|SouthernAsia|2018-06-23","Southern Asia","Y3"
"EPI_ISL_18787793|Yamagata|HA|SouthernAsia|2018-03-06","Southern Asia","Y3"
"EPI_ISL_313646|Yamagata|HA|SouthernAsia|2018-02-16","Southern Asia","Y3"
"EPI_ISL_18787798|Yamagata|HA|SouthernAsia|2018-07-15","Southern Asia","Y3"
"EPI_ISL_333574|Yamagata|HA|SouthernAsia|2018-09-20","Southern Asia","Y3"
"EPI_ISL_299710|Yamagata|HA|SouthernAsia|2018-01-09","Southern Asia","Y3"
"EPI_ISL_356339|Yamagata|HA|SouthernAsia|2018-12-24","Southern Asia","Y3"
"EPI_ISL_338138|Yamagata|HA|SouthernAsia|2018-11-28","Southern Asia","Y3"
"EPI_ISL_321191|Yamagata|HA|SouthernAsia|2018-02-05","Southern Asia","Y3"
"MH675566.1|BY|HA|SouthernAsia|2018-03-07","Southern Asia","Y3"
"EPI_ISL_332322|Yamagata|HA|SouthernAsia|2018-06-27","Southern Asia","Y3"
"EPI_ISL_377574|Yamagata|HA|SouthernAsia|2019-04-02","Southern Asia","Y3"
"EPI_ISL_362471|Yamagata|HA|SouthernAsia|2019-02-04","Southern Asia","Y3"
"EPI_ISL_391297|Yamagata|HA|SouthernAsia|2019-01-18","Southern Asia","Y3"
"EPI_ISL_352031|Yamagata|HA|SouthernAsia|2019-01-23","Southern Asia","Y3"
"EPI_ISL_386906|Yamagata|HA|SouthernAsia|2019-03-23","Southern Asia","Y3"
"EPI_ISL_415186|Yamagata|HA|SouthernAsia|2019-01-04","Southern Asia","Y3"
"EPI_ISL_362459|Yamagata|HA|SouthernAsia|2019-03-23","Southern Asia","Y3"
"EPI_ISL_389113|Yamagata|HA|SouthernAsia|2019-02-02","Southern Asia","Y3"
"EPI_ISL_350057|Yamagata|HA|SouthernAsia|2019-01-04","Southern Asia","Y3"
"EPI_ISL_365579|Yamagata|HA|SouthernAsia|2019-02-03","Southern Asia","Y3"
"EPI_ISL_416955|Yamagata|HA|SouthernAsia|2019-02-02","Southern Asia","Y3"
"EPI_ISL_362476|Yamagata|HA|SouthernAsia|2019-02-06","Southern Asia","Y3"
"EPI_ISL_364184|Yamagata|HA|SouthernAsia|2019-01-07","Southern Asia","Y3"
"EPI_ISL_365675|Yamagata|HA|SouthernAsia|2019-03-01","Southern Asia","Y3"
"EPI_ISL_355615|Yamagata|HA|SouthernAsia|2019-01-30","Southern Asia","Y3"
"EPI_ISL_246600|Yamagata|HA|WesternAsia|2011-01-19","Western Asia","Y1"
"EPI_ISL_246573|Yamagata|HA|WesternAsia|2011-02-17","Western Asia","Y1"
"EPI_ISL_246601|Yamagata|HA|WesternAsia|2011-01-18","Western Asia","Y1"
"EPI_ISL_99956|Yamagata|HA|WesternAsia|2011-01-17","Western Asia","Y1"
"EPI_ISL_246574|Yamagata|HA|WesternAsia|2011-02-17","Western Asia","Y1"
"EPI_ISL_99625|Yamagata|HA|WesternAsia|2011-06-26","Western Asia","Y1"
"EPI_ISL_99958|Yamagata|HA|WesternAsia|2011-01-25","Western Asia","Y1"
"EPI_ISL_106875|Yamagata|HA|WesternAsia|2011-12-21","Western Asia","Y1"
"EPI_ISL_246602|Yamagata|HA|WesternAsia|2011-01-18","Western Asia","Y1"
"EPI_ISL_103323|Yamagata|HA|WesternAsia|2011-12-20","Western Asia","Y1"
"EPI_ISL_151451|Yamagata|HA|WesternAsia|2012-12-03","Western Asia","Y2"
"EPI_ISL_151445|Yamagata|HA|WesternAsia|2012-11-06","Western Asia","Y2"
"EPI_ISL_151453|Yamagata|HA|WesternAsia|2012-12-03","Western Asia","Y2"
"EPI_ISL_135850|Yamagata|HA|WesternAsia|2012-11-23","Western Asia","Y2"
"EPI_ISL_145970|Yamagata|HA|WesternAsia|2013-03-16","Western Asia","Y2"
"EPI_ISL_145982|Yamagata|HA|WesternAsia|2013-05-01","Western Asia","Y2"
"EPI_ISL_143996|Yamagata|HA|WesternAsia|2013-03-05","Western Asia","Y2"
"EPI_ISL_145985|Yamagata|HA|WesternAsia|2013-05-30","Western Asia","Y2"
"EPI_ISL_151447|Yamagata|HA|WesternAsia|2013-01-27","Western Asia","Y2"
"EPI_ISL_151444|Yamagata|HA|WesternAsia|2013-02-10","Western Asia","Y3"
"EPI_ISL_145971|Yamagata|HA|WesternAsia|2013-04-11","Western Asia","Y2"
"EPI_ISL_145980|Yamagata|HA|WesternAsia|2013-04-16","Western Asia","Y2"
"EPI_ISL_151450|Yamagata|HA|WesternAsia|2013-02-10","Western Asia","Y3"
"EPI_ISL_164266|Yamagata|HA|WesternAsia|2013-03-21","Western Asia","Y2"
"EPI_ISL_155949|Yamagata|HA|WesternAsia|2013-11-07","Western Asia","Y1"
"EPI_ISL_145983|Yamagata|HA|WesternAsia|2013-05-12","Western Asia","Y2"
"EPI_ISL_145977|Yamagata|HA|WesternAsia|2013-04-03","Western Asia","Y2"
"EPI_ISL_145972|Yamagata|HA|WesternAsia|2013-03-11","Western Asia","Y2"
"EPI_ISL_151443|Yamagata|HA|WesternAsia|2013-02-13","Western Asia","Y3"
"EPI_ISL_179211|Yamagata|HA|WesternAsia|2014-10-22","Western Asia","Y3"
"EPI_ISL_166769|Yamagata|HA|WesternAsia|2014-02-23","Western Asia","Y2"
"EPI_ISL_165481|Yamagata|HA|WesternAsia|2014-03-02","Western Asia","Y2"
"EPI_ISL_162165|Yamagata|HA|WesternAsia|2014-02-26","Western Asia","Y3"
"EPI_ISL_179216|Yamagata|HA|WesternAsia|2014-10-28","Western Asia","Y3"
"EPI_ISL_179186|Yamagata|HA|WesternAsia|2014-12-18","Western Asia","Y3"
"EPI_ISL_169068|Yamagata|HA|WesternAsia|2014-09-05","Western Asia","Y3"
"EPI_ISL_165482|Yamagata|HA|WesternAsia|2014-03-07","Western Asia","Y2"
"EPI_ISL_166774|Yamagata|HA|WesternAsia|2014-03-01","Western Asia","Y2"
"EPI_ISL_166778|Yamagata|HA|WesternAsia|2014-03-09","Western Asia","Y2"
"EPI_ISL_171960|Yamagata|HA|WesternAsia|2014-12-06","Western Asia","Y3"
"EPI_ISL_175118|Yamagata|HA|WesternAsia|2014-11-25","Western Asia","Y3"
"EPI_ISL_169067|Yamagata|HA|WesternAsia|2014-09-05","Western Asia","Y3"
"EPI_ISL_155953|Yamagata|HA|WesternAsia|2014-01-09","Western Asia","Y3"
"EPI_ISL_162166|Yamagata|HA|WesternAsia|2014-03-28","Western Asia","Y3"
"EPI_ISL_181473|Yamagata|HA|WesternAsia|2015-01-26","Western Asia","Y3"
"EPI_ISL_179197|Yamagata|HA|WesternAsia|2015-03-18","Western Asia","Y3"
"EPI_ISL_179202|Yamagata|HA|WesternAsia|2015-03-16","Western Asia","Y3"
"EPI_ISL_179205|Yamagata|HA|WesternAsia|2015-03-20","Western Asia","Y3"
"EPI_ISL_196580|Yamagata|HA|WesternAsia|2015-03-27","Western Asia","Y3"
"EPI_ISL_179208|Yamagata|HA|WesternAsia|2015-02-24","Western Asia","Y3"
"OQ380843.1|BY|HA|WesternAsia|2015-06-14","Western Asia","Y2"
"EPI_ISL_215955|Yamagata|HA|WesternAsia|2015-11-17","Western Asia","Y3"
"EPI_ISL_218658|Yamagata|HA|WesternAsia|2015-11-22","Western Asia","Y3"
"EPI_ISL_218636|Yamagata|HA|WesternAsia|2015-05-31","Western Asia","Y3"
"EPI_ISL_181472|Yamagata|HA|WesternAsia|2015-01-21","Western Asia","Y3"
"EPI_ISL_179193|Yamagata|HA|WesternAsia|2015-02-18","Western Asia","Y3"
"EPI_ISL_215954|Yamagata|HA|WesternAsia|2015-11-17","Western Asia","Y3"
"EPI_ISL_179177|Yamagata|HA|WesternAsia|2015-01-23","Western Asia","Y3"
"EPI_ISL_197476|Yamagata|HA|WesternAsia|2015-07-06","Western Asia","Y3"
"EPI_ISL_237729|Yamagata|HA|WesternAsia|2016-03-27","Western Asia","Y3"
"EPI_ISL_255300|Yamagata|HA|WesternAsia|2016-11-03","Western Asia","Y3"
"EPI_ISL_217584|Yamagata|HA|WesternAsia|2016-01-16","Western Asia","Y3"
"EPI_ISL_255295|Yamagata|HA|WesternAsia|2016-12-26","Western Asia","Y3"
"EPI_ISL_233765|Yamagata|HA|WesternAsia|2016-02-23","Western Asia","Y3"
"EPI_ISL_395321|Yamagata|HA|WesternAsia|2016-03-08","Western Asia","Y3"
"EPI_ISL_248684|Yamagata|HA|WesternAsia|2016-05-29","Western Asia","Y3"
"EPI_ISL_232344|Yamagata|HA|WesternAsia|2016-02-07","Western Asia","Y3"
"EPI_ISL_233696|Yamagata|HA|WesternAsia|2016-07-02","Western Asia","Y3"
"EPI_ISL_237708|Yamagata|HA|WesternAsia|2016-04-23","Western Asia","Y3"
"EPI_ISL_232350|Yamagata|HA|WesternAsia|2016-02-28","Western Asia","Y3"
"EPI_ISL_268025|Yamagata|HA|WesternAsia|2016-11-08","Western Asia","Y3"
"EPI_ISL_233766|Yamagata|HA|WesternAsia|2016-04-16","Western Asia","Y3"
"EPI_ISL_395322|Yamagata|HA|WesternAsia|2016-02-29","Western Asia","Y3"
"EPI_ISL_232343|Yamagata|HA|WesternAsia|2016-02-06","Western Asia","Y3"
"EPI_ISL_309269|Yamagata|HA|WesternAsia|2017-12-25","Western Asia","Y3"
"EPI_ISL_283260|Yamagata|HA|WesternAsia|2017-05-02","Western Asia","Y3"
"EPI_ISL_307832|Yamagata|HA|WesternAsia|2017-11-14","Western Asia","Y3"
"EPI_ISL_296807|Yamagata|HA|WesternAsia|2017-12-27","Western Asia","Y3"
"EPI_ISL_308599|Yamagata|HA|WesternAsia|2017-11-28","Western Asia","Y3"
"EPI_ISL_308631|Yamagata|HA|WesternAsia|2017-12-24","Western Asia","Y3"
"EPI_ISL_296801|Yamagata|HA|WesternAsia|2017-11-30","Western Asia","Y3"
"EPI_ISL_294997|Yamagata|HA|WesternAsia|2017-03-19","Western Asia","Y3"
"EPI_ISL_299077|Yamagata|HA|WesternAsia|2017-12-22","Western Asia","Y3"
"EPI_ISL_309264|Yamagata|HA|WesternAsia|2017-12-15","Western Asia","Y3"
"EPI_ISL_287050|Yamagata|HA|WesternAsia|2017-06-13","Western Asia","Y3"
"EPI_ISL_308633|Yamagata|HA|WesternAsia|2017-11-17","Western Asia","Y3"
"EPI_ISL_308735|Yamagata|HA|WesternAsia|2017-12-26","Western Asia","Y3"
"MK817661.1|BY|HA|WesternAsia|2017-02-06","Western Asia","Y3"
"EPI_ISL_291547|Yamagata|HA|WesternAsia|2017-10-14","Western Asia","Y3"
"EPI_ISL_330312|Yamagata|HA|WesternAsia|2018-03-07","Western Asia","Y3"
"EPI_ISL_332875|Yamagata|HA|WesternAsia|2018-10-24","Western Asia","Y3"
"EPI_ISL_314426|Yamagata|HA|WesternAsia|2018-04-10","Western Asia","Y3"
"EPI_ISL_314635|Yamagata|HA|WesternAsia|2018-01-09","Western Asia","Y3"
"EPI_ISL_330309|Yamagata|HA|WesternAsia|2018-02-23","Western Asia","Y3"
"EPI_ISL_314938|Yamagata|HA|WesternAsia|2018-01-22","Western Asia","Y3"
"EPI_ISL_307853|Yamagata|HA|WesternAsia|2018-01-08","Western Asia","Y3"
"EPI_ISL_314943|Yamagata|HA|WesternAsia|2018-01-19","Western Asia","Y3"
"EPI_ISL_332873|Yamagata|HA|WesternAsia|2018-11-05","Western Asia","Y3"
"EPI_ISL_330310|Yamagata|HA|WesternAsia|2018-03-01","Western Asia","Y3"
"EPI_ISL_316483|Yamagata|HA|WesternAsia|2018-05-03","Western Asia","Y3"
"EPI_ISL_314946|Yamagata|HA|WesternAsia|2018-04-05","Western Asia","Y3"
"EPI_ISL_314933|Yamagata|HA|WesternAsia|2018-01-16","Western Asia","Y3"
"EPI_ISL_311573|Yamagata|HA|WesternAsia|2018-03-18","Western Asia","Y3"
"EPI_ISL_389243|Yamagata|HA|WesternAsia|2019-06-02","Western Asia","Y3"
"EPI_ISL_401629|Yamagata|HA|WesternAsia|2019-02-13","Western Asia","Y3"
"EPI_ISL_367832|Yamagata|HA|WesternAsia|2019-03-07","Western Asia","Y3"
"EPI_ISL_358008|Yamagata|HA|WesternAsia|2019-02-15","Western Asia","Y3"
"EPI_ISL_401630|Yamagata|HA|WesternAsia|2019-02-19","Western Asia","Y3"
"EPI_ISL_377607|Yamagata|HA|WesternAsia|2019-04-06","Western Asia","Y3"
"EPI_ISL_358003|Yamagata|HA|WesternAsia|2019-02-11","Western Asia","Y3"
"EPI_ISL_377602|Yamagata|HA|WesternAsia|2019-06-02","Western Asia","Y3"
"EPI_ISL_377196|Yamagata|HA|WesternAsia|2019-05-12","Western Asia","Y3"
"EPI_ISL_377595|Yamagata|HA|WesternAsia|2019-03-03","Western Asia","Y3"
"EPI_ISL_377599|Yamagata|HA|WesternAsia|2019-04-18","Western Asia","Y3"
"EPI_ISL_341346|Yamagata|HA|WesternAsia|2018-12-31","Western Asia","Y3"
"EPI_ISL_377598|Yamagata|HA|WesternAsia|2019-01-03","Western Asia","Y3"
"EPI_ISL_389954|Yamagata|HA|WesternAsia|2019-04-11","Western Asia","Y3"
"EPI_ISL_401632|Yamagata|HA|WesternAsia|2019-02-23","Western Asia","Y3"
"EPI_ISL_959694|Yamagata|HA|Africa|2020-02-17","Africa","Y3"
"EPI_ISL_409848|Yamagata|HA|Africa|2020-01-08","Africa","Y3"
"EPI_ISL_959686|Yamagata|HA|Africa|2020-01-24","Africa","Y3"
"EPI_ISL_732298|Yamagata|HA|Africa|2020-03-11","Africa","Y3"
"EPI_ISL_486922|Yamagata|HA|Europe|2020-01-28","Europe","Y3"
"EPI_ISL_515480|Yamagata|HA|Europe|2020-01-08","Europe","Y3"
"EPI_ISL_406442|Yamagata|HA|Europe|2020-01-06","Europe","Y3"
"EPI_ISL_406443|Yamagata|HA|Europe|2020-01-07","Europe","Y3"
"EPI_ISL_415996|Yamagata|HA|NorthAmerica|2020-01-11","North America","Y3"
"EPI_ISL_410859|Yamagata|HA|NorthAmerica|2020-01-17","North America","Y3"
"EPI_ISL_410863|Yamagata|HA|NorthAmerica|2020-01-10","North America","Y3"
"EPI_ISL_428242|Yamagata|HA|NorthAmerica|2020-02-27","North America","Y3"
"EPI_ISL_476798|Yamagata|HA|Oceania|2020-03-10","Oceania","Y3"
"EPI_ISL_477380|Yamagata|HA|Russia|2020-03-17","Russia","Y3"
"EPI_ISL_471395|Yamagata|HA|Russia|2020-03-17","Russia","Y3"
"EPI_ISL_471649|Yamagata|HA|Russia|2020-03-20","Russia","Y3"
"EPI_ISL_497922|Yamagata|HA|Russia|2020-02-29","Russia","Y3"
"EPI_ISL_1647058|Yamagata|HA|SouthAmerica|2020-01-06","South America","Y3"
"EPI_ISL_499072|Yamagata|HA|SouthAmerica|2020-01-16","South America","Y3"
"EPI_ISL_499068|Yamagata|HA|SouthAmerica|2020-01-08","South America","Y3"
"EPI_ISL_499074|Yamagata|HA|SouthAmerica|2020-02-08","South America","Y3"
